clusterNumber;delta_1;epsilon_1;zeta_1;alpha_2;beta_2;gamma_2;delta_2;chi_1;chi_2;NN;CC;mu;nu0_1;nu1_1;nu2_1;nu3_1;nu4_1;nu0_2;nu1_2;nu2_2;nu3_2;nu4_2;
73112148;7.881762338628;14.613551827682;14.814549947521;16.511501287151;15.638312733749;13.595381023904;5.275376883003;14.794779640652;13.143959017051;0.277443306402;0.254048443273;13.312006625442;7.100835217284;4.402188329602;4.07268321511;6.560446829518;8.105825816482;5.506030463147;4.181419902892;4.692152830354;6.029943595188;6.451710141736;
73112149;11.028536182018;15.124284755143;15.275857107809;15.361528437576;8.616558743943;11.89513463313;6.072779260072;16.178701121514;13.605266177339;0.301167674645;0.174308205566;13.1769095285;7.519306712688;4.359352664718;5.281966985293;8.240922913423;9.308519484374;9.522697808794;7.008573785226;4.922806410497;6.573627034098;9.196487745447;
8;7.736780088252;11.756742485044;9.802777156111;9.344765046968;10.128987219457;9.598483985127;6.955852966908;10.906619289656;10.329985339297;0.374976820291;0.341037793498;8.056400049308;9.83572766756;9.417256172157;7.80927121344;6.965738120342;8.412265572959;8.376020010365;9.199782796592;7.9970891287;6.095844618086;6.30013778907;
86;6.919607404314;15.694328603213;14.910106430724;13.302121472007;14.112704053655;10.613359737759;7.229342211935;14.541060702494;14.307112071205;0.380248902123;0.348286906017;11.015355977438;7.321603643993;5.884961344812;4.899741052483;5.888256395956;7.291948183689;9.6479097523;7.79609100886;5.163345144076;5.93768216313;8.73518058516;
88;8.089350560757;14.775009333782;15.621837478024;13.265875909413;14.989187658202;13.961131700989;7.209571905066;14.300521968915;13.91500098496;0.403973270366;0.402325744794;9.904923741603;11.097732256061;9.990595071371;7.453405689789;6.69554392646;9.354650200403;10.000480224806;9.209667950027;7.163441189037;6.1189099761;8.273873424872;
89;10.115807014878;15.892031671907;12.303720975099;13.285646216282;17.160626362698;15.493330483373;10.38600120876;13.387792801775;13.397677955209;0.516005009293;0.519959070667;13.173614477355;12.593685475851;11.997281218622;9.707220672909;8.73518058516;10.652900351498;11.931380195724;11.997281218622;9.779711798097;8.287053629452;10.402476464485;
901;10.837423215613;14.817844998666;15.579001813141;15.127579806288;16.369814087919;7.400684871471;3.89804550443;15.542756250547;8.379315061509;0.545330964483;0.487338064332;13.246105602543;7.674174116498;3.1401837411;4.359352664718;8.349659601205;9.819252411836;5.710323634131;4.81736477386;3.265395684607;3.235740224303;4.870085592179;
9031;5.166640195221;11.671071155276;13.150549119341;17.160626362698;14.382898247538;15.473560176503;4.573530989137;11.173518432394;11.855594019391;0.448126955708;0.378271871436;11.371221501089;5.973927725724;5.232541218119;4.290156590675;4.44831904563;5.529095821161;7.868582134048;6.662593415011;4.300041744109;3.947471271604;6.543971573794;
904;5.545571076886;15.865671262748;15.829425700154;16.254487297847;15.704213756647;14.046803030757;6.982213376067;15.193480829186;15.463675023069;0.410233867541;0.44021883296;13.335071983456;9.252503614911;7.291948183689;4.385713073877;4.827249927295;8.089350560757;7.212866956211;5.113919376902;4.188010005182;5.670783020392;7.43363538292;
905;8.310118987466;16.33027347418;14.943056942173;15.552641403981;12.685946907909;10.287149674413;5.420359133379;11.796283098782;13.255990755978;0.425720607923;0.438571307388;16.284142758152;11.358041296509;8.669279562262;5.146869888351;6.567036931808;10.349755646166;4.840430131875;5.413769031089;5.183115450945;4.734988495238;4.283566488385;
906;12.425637867461;13.424038364369;11.799578149927;16.020538666559;13.796379143744;12.616750833865;14.448799270436;13.608561228484;14.056688184192;0.355206513421;0.402984755023;9.489747297345;15.015548067361;13.496529489557;8.300233834032;12.969321306371;14.807959845231;10.94286485225;9.282159075215;11.216354097278;12.923190590342;13.707412762831;
908;5.113919376902;12.567325066692;14.083048593351;15.631722631459;16.873956913091;14.682747901725;6.932787608893;12.08295254839;12.758438033097;0.318301940598;0.292930046783;11.206468943843;5.097444121178;4.560350784557;4.237435772356;4.540580477688;5.077673814308;6.596692392112;5.397293775365;4.385713073877;5.189705553235;6.464890346316;
96;8.013564384424;15.572411710851;14.181900127698;13.598676075049;11.849003917101;9.753351388937;9.11081641568;16.195176377239;16.811350941337;0.367068697543;0.314677384339;16.445600264252;8.026744589004;5.272081831858;5.136984734917;7.578617633296;8.962539114159;10.570524072875;7.769730599701;5.832240526493;7.812566264585;10.590294379745;
97;4.738283546382;6.606577545547;9.687450366039;13.697527609396;7.186506547052;11.72049692245;7.585207735586;11.15045307438;4.438433892196;0.341367298613;0.315006889454;5.176525348656;4.702037983788;2.560254739596;2.619565660204;4.550465631123;5.450014593683;6.656003312721;4.174829800603;3.736587998329;5.377523468495;7.262292723385;
971;3.357657116665;12.478358685779;8.824146966072;12.435523020895;11.236124404148;9.094341159955;4.517515119673;7.532486917267;7.502831456963;0.208576737473;0.18122781297;12.06977234381;3.568540389939;3.512524520475;3.252215480027;2.97213613271;3.196199610564;8.830737068362;7.519306712688;4.99859258683;4.639432012035;7.364439308877;
973;9.413961121012;13.420743313224;10.122397117168;14.761829129203;13.529480001006;14.178605076553;9.100931262245;12.564030015547;7.598387940165;0.172001669764;0.190124451061;10.959340107975;11.924790093434;8.504527005016;6.000288134883;8.764836045464;12.241115003345;10.672670658368;10.0367257874;8.820851914928;7.812566264585;9.10422631339;
991;7.782910804281;15.289037312388;14.020442621598;13.677757302527;12.369621997997;14.554240907073;9.66108995688;11.216354097278;14.419143810132;0.46954478815;0.423414072121;15.509805739098;8.095940663047;6.804280614242;5.492850258567;6.076074311216;7.657698860774;13.35813734147;11.849003917101;7.469880945514;6.234236766172;10.649605300353;
992;6.217761510448;14.214850639147;12.323491281968;15.163825368882;14.722288515464;13.799674194889;10.863783624773;14.363127940668;14.976007453622;0.34993443159;0.428686153953;13.625036484208;12.382802202577;12.900125232328;9.245913512621;5.163345144076;8.175021890525;12.402572509446;10.946159903395;7.4468155875;7.865287082903;10.867078675917;
993;2.006686147251;11.687546411;12.63322608959;12.247705105635;14.366422991813;12.471768583489;3.215969917433;9.937874253052;10.267379367544;0.452081017082;0.425061597694;12.343261588838;3.202789712854;3.278575889187;3.222560019723;3.107233229651;3.120413434231;7.492946303528;4.125404033429;3.397197730404;6.438529937157;8.376020010365;
