3.4
3.8
4.1
4.4
4.9
5.2
5.6
6.1
6.6
7.1
7.6
8.0
8.6
9.1
9.6
10.2
10.8
11.5
12.0
12.6
13.5
14.4
15.4
16.2
17.0
17.9
18.8
19.7
20.6
21.7
22.9
24.2
25.3
26.5
27.8
29.4
31.0
32.6
34.4
36.1
38.0
40.0
42.1
44.2
46.3
48.3
50.5
52.7
55.1
57.3
59.5
62.0
64.4
66.7
68.7
70.8
72.6
74.6
76.4
78.3
80.1
81.8
83.3
84.8
86.4
87.8
89.1
90.3
91.3
92.3
93.2
93.9
94.6
95.2
95.9
96.3
96.9
97.2
97.7
98.1
98.4
98.7
99.0
99.2
99.4
99.6
99.7
99.7
99.9
99.9
99.9
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
